id,fold
af4a92584e,4
79e2069243,0
ff608418c1,1
11a0fc8072,2
7c819c29a1,3
a919766328,4
f4a0c6315d,0
1b4836f485,1
fdda40625e,2
6b2b54455e,3
5241080fcb,4
af9230b78b,0
985507fc8a,1
8016056c46,2
ca8621f9cb,3
09020d5904,4
1bc532153f,0
6db4d1afbe,1
6bf32019f9,2
c172f3ca08,3
7fdbce1fca,4
2d5933d5f6,0
94c1d3a759,1
c65a7ae03a,2
6d2b421f7a,3
88a58de38a,4
3f18e1afb2,0
64864b7738,1
ca3bc1f093,2
9981ad3aaf,3
84c314d868,4
625d4d8487,0
407798f0de,1
343443992e,2
1240a6ce3b,3
c87253dfae,4
b8a2f1a673,0
3cdd50ddf0,1
51be9fc3d5,2
c352c269de,3
e7688312ec,4
35b730549d,0
38e9ea8346,1
5832fa2b13,2
7d73751ac9,3
55d7c2ef8a,4
b8c3ca0fab,0
7ec839af45,1
5625127de7,2
9fe9aa0449,3
6bdc887531,4
85c5a1b5e8,0
4ead0643ad,1
3a7bbd73af,2
97515a958d,3
06d21d76c4,4
4ad8a63538,0
a30a23a310,1
fff2abcaf9,2
ec542d0719,3
da5ab3d506,4
367c6fb412,0
d56c4da533,1
dfab2c098a,2
688b56cd43,3
e1921d9a0d,4
113ff7f87d,0
fd2642606b,1
b749a000ea,2
f2c869e655,3
fcbf884d92,4
0fa2535b77,0
ebd7b4879f,1
caf0757af5,2
a438d5e984,3
6738d474a3,4
34f546117e,0
be7fd92858,1
a8c5ce8f72,2
0a1b35bb54,3
bc6521fff4,4
58b6687314,0
4aec150e7b,1
da90bb6570,2
16f4daba7d,3
29605d469a,4
ae46eaaee3,0
9f89caa7f3,1
c88d7d3c76,2
42e3dc40ba,3
46a12ca49e,4
164cf9c566,0
f5d2d4d974,1
4ef64308cf,2
f6e56e8246,3
d27db3dcc0,4
c76d853d5b,0
01066c1de0,1
5ef842ff3e,2
6c2e63198d,3
280911f6fd,4
f3b6e11340,0
5791c70c05,1
57e8104bca,2
f38d7d303f,3
78211a2b74,4
cdd5f9eb0c,0
5adcc5ba11,1
6f97112511,2
6642c9d86f,3
624f67e5f0,4
348f475161,0
30e5c4d227,1
b7b83447c4,2
1a6fd02308,3
8fc26c0caa,4
f2f7bfb55a,0
7661b7a843,1
a0372e4e59,2
d2e4b1e381,3
14e3d2f19d,4
b3fa13682c,0
c89bda5c02,1
46c1a0e9a3,2
3466c68b0a,3
0005bb9630,4
ed0a59bf6f,0
9dab37614e,1
f8ba90c991,2
161febc96f,3
02999b160b,4
15498a92ad,0
0621ebf7b5,1
7c2609c66c,2
ddd0be8fd5,3
8be34a849e,4
05b69f83bf,0
41b1e8e333,1
0c187c0ec0,2
6e470db51c,3
98056176af,4
2fac24e793,0
24f4a505b4,1
bf42f85d68,2
58ee6464fd,3
b85046c5c1,4
a37249665e,0
c1c6a1ebad,1
1c51a79860,2
9c726c07cc,3
1184b70b09,4
a670e833a4,0
24f57fec17,1
46a93d2bd4,2
71f16b2619,3
c5745e04ff,4
36c0313b9e,0
8449ff9997,1
c4f2855630,2
915be642cc,3
c3c242a14d,4
dbe559c0ed,0
73acee452c,1
16017c8e02,2
ff8bf1417c,3
9aad618687,4
6e67571b91,0
dce0abc347,1
04495e40e6,2
2b0ff86c1b,3
e19316acc4,4
c25ec5b066,0
463925cada,1
135ae076e9,2
2b39f9a88f,3
6840d101a6,4
a9ad49f3a9,0
1d1f8ae141,1
7c337d9e42,2
31d4b415e4,3
80ae0d1b54,4
00aa6a3958,0
fcb49356a5,1
c021826839,2
68cd77317d,3
90fb6f4825,4
c899bb9da4,0
cddd1a5805,1
ab0c6b03b0,2
456019cf5f,3
0fbf301a5e,4
7053b28de2,0
79bb9dc447,1
0b45bde756,2
45123cba3b,3
2cf9b202bb,4
a4763177ef,0
963c696594,1
cd260624b5,2
a53f55e67b,3
e72b32e044,4
84d61225fc,0
3b3647008a,1
cca0ef0b2b,2
10e16dd975,3
0be104dd37,4
677e132321,0
4150e85a49,1
0d8ed16206,2
f121c06f1f,3
4bb8260218,4
fa9da6a455,0
fc697b13ac,1
3efd2d1d03,2
21cd732e68,3
10f59e0caf,4
3474bba21d,0
ef60d10f12,1
e25d11adc9,2
98a9095250,3
1081dc0cb9,4
864532d1e7,0
8ac7c26b28,1
ec1e7c99c6,2
bcc8a4a8c8,3
80a458a2b6,4
21e2078fca,0
37260d998a,1
a8a86d7d11,2
162f738a03,3
5fe599e1a5,4
22922eb6bf,0
96ecbfedff,1
380bf23f4b,2
c5a4c4e6d1,3
6545c6235b,4
3d21e1dc58,0
763128cef3,1
b1be1fa682,2
151099de84,3
8016da014b,4
4eec9d2907,0
d625028eb4,1
131fc7cbf2,2
9f6abef1a7,3
320bf85482,4
dd631e6569,0
283563892f,1
aa8b2d0fbb,2
71b7cc2fdc,3
ad972c7127,4
c3bafa1d78,0
2c27610d37,1
769d51b80b,2
60969ee8a0,3
7898118d67,4
ed93c39d1c,0
ac6289352d,1
b09d843d5f,2
1a505d91b8,3
f0f3922d30,4
a6a252e8a0,0
7304dcacee,1
43b65acf38,2
0279cf7419,3
8cf16aa0f5,4
eac66ccf10,0
be02cfe5da,1
fbc8a6a4f9,2
badc0a6c23,3
ec7058e510,4
aab9d19cd3,0
a21e1cf8d4,1
c4911615e1,2
787ceb54eb,3
235fce1c1e,4
a56e87840f,0
00c473f654,1
76c44f5b8c,2
54a7882e73,3
db714e7d68,4
4775e574dd,0
5cb2496125,1
45e3277f3f,2
9b86b8a5fe,3
9b952b1af0,4
ccc645a996,0
bf66dafb31,1
77ecd76754,2
b1ac5ed0b3,3
7bf1f7ff2c,4
245daa2004,0
acdbb294e4,1
2d7a83381c,2
fbd61072f4,3
ebeeab3a36,4
3ff3881428,0
f452c01d97,1
c9663ee44e,2
58cb646a9b,3
4d137bd91d,4
24ad74ca83,0
33be55293b,1
ef223baeaf,2
5d049a35b3,3
ad8edbc8cc,4
11d36f46e8,0
4bcfc0f9bd,1
67ba6c0b0f,2
cbd42ee63f,3
df999cbe7d,4
3d254d5311,0
35cb0dbb51,1
2f9998ea8e,2
38edaacd98,3
7ebd3f0cdd,4
824e666e6f,0
e733c8e845,1
6bb333fe7b,2
2454a76962,3
6e409df907,4
f0bc803eec,0
ae7ba85ff3,1
d8b24dc645,2
31c6a2860f,3
c1d8ab2c28,4
76de89d0eb,0
85d7f53793,1
ebd623bfc6,2
f9c42b8d50,3
ce96a07785,4
67e8e9f5a2,0
e66b084eba,1
1c82f67993,2
b2a129276d,3
2f85d3f736,4
dd9a94a797,0
9877b263a6,1
280c59adc5,2
5d45c03e9d,3
e8827bc832,4
69c7de5d26,0
3c03ac9b56,1
8ad8b9b163,2
07707ab8b2,3
5358961921,4
0035c56490,0
9511d7e887,1
70b3951b2f,2
c9526a0744,3
63a1777e28,4
bd572bed64,0
a44587b9ca,1
9737133eff,2
0f23861d30,3
ead48d81ae,4
2822b81a5a,0
a2acd2c458,1
4985566e7d,2
3d74dea2f3,3
63b98f9248,4
2eea9d51a4,0
25fcf14778,1
0cbd2440cd,2
f43de2bb2a,3
6fd673ec85,4
04fbced677,0
7b2032d7d1,1
3575b15285,2
e0dc20e66a,3
ab21118871,4
68e3ae2fd2,0
90ebf56f6e,1
24a38972a3,2
578cae22ea,3
a01b8c4af5,4
ca4d59fef3,0
2125e91ae1,1
8ea5a5cf57,2
6d7b9dbbe5,3
8567ff7170,4
0f9977b1dd,0
868bb336b9,1
ba5e46652e,2
d0c4763c9b,3
8c9b19f267,4
b4650d576e,0
c0cc10dcaf,1
70c40f648b,2
464317917c,3
d84e52cb6e,4
ac1c1262a0,0
7785879425,1
e09080ef49,2
dcb4915c46,3
3ffbcbfb40,4
2acc6caa30,0
01d6be9b57,1
d538594e14,2
393048bc6c,3
567c36f67f,4
90d9677c56,0
be56c6732d,1
eee314138e,2
5db18c66d8,3
b2d7897c35,4
724541cf3b,0
16e0dd1047,1
f79b4370a0,2
ca70f9caf9,3
787f824d70,4
52dbe09f4c,0
9234e203f8,1
95a87f8ad9,2
2b05065d47,3
a5d2da8488,4
b6f907680a,0
afc846e1e5,1
3ca18312a0,2
4d03329aa4,3
81ad4fed2b,4
97099ae7b2,0
fc7926f05e,1
83c0564224,2
8f6b83329f,3
84cce35d7e,4
16769a3e8a,0
b054b1c29c,1
bedc7812fe,2
eb30d99426,3
bff8269656,4
9348c2319b,0
2eae67f243,1
62e608259a,2
58789490d6,3
6663d5f688,4
2165fa4ff9,0
aae740801a,1
c20570220b,2
0c348fdf9d,3
43eee3a16f,4
b5af74d77f,0
71022f79b0,1
aff8ae9d4d,2
9ccf50ab0e,3
3a40695e2d,4
1c098a50aa,0
09ff0bf1b8,1
4bf2e5b78e,2
5febd30d82,3
a8bc163db6,4
de693bd53a,0
2bd6da4508,1
4eccb0cb9d,2
9a85353794,3
defb156cc1,4
4864559ba5,0
8a6401e9d5,1
26fa565501,2
6c25735f24,3
9ba1866dfa,4
56e8cf35d1,0
7b32cb2861,1
eed6c66da4,2
29a3dc18b0,3
9a704ae142,4
dba440c1e1,0
ec712f4129,1
b180ac0113,2
7381f17bcc,3
f90accfd37,4
0ee3d20d51,0
cb0d3e8399,1
901f697be4,2
315b8f2266,3
f7d4d6fb0d,4
808cbefd71,0
6c61beb5dd,1
ee9f7913a1,2
426e71086b,3
0ddcd3fd1a,4
b9bf0422a6,0
7968eec1f1,1
060d966da4,2
6c6f886709,3
3a0e15d4bc,4
fdc18ce87f,0
6aee62c3eb,1
2bca466c25,2
9b5bed5c6f,3
a4bf108f7b,4
0cb5f92f6c,0
762f01c185,1
111affce1a,2
2a7b5e1f16,3
17a5a58850,4
c1b12c9cbe,0
a2530b4c45,1
c96f52ba7a,2
2c8a7e025d,3
66fed16154,4
df6ab067bb,0
614270933e,1
33abaa62db,2
1c165d61d6,3
fb8524cf3d,4
00a9b78f49,0
d4d34af4f7,1
1172c56c13,2
c0c4b98415,3
4f89afc1e5,4
1f73caa937,0
bc99a6fff0,1
2a9ff688e3,2
10d2e76fb5,3
228e88f048,4
00f12566b9,0
b2fbaf80d5,1
14c7a48dad,2
74d1d03fc3,3
e82b7a2abb,4
48d37635a0,0
639dbc4799,1
bedb558d15,2
4b1bf13b46,3
62d6a9b673,4
61ec0b181a,0
b02ad730ec,1
f889a20f30,2
175540fbbf,3
43639ee6de,4
186e591d03,0
9edc9cd726,1
960a4b6a0e,2
5535f37211,3
50b3aef4c4,4
bf0f9e16e7,0
a9e44990f9,1
86bb8ddfe4,2
7ae7a91efc,3
5aa1bc199b,4
832a05c627,0
53560dfd35,1
9290c42ee0,2
d4a84662ee,3
f2f67e14a6,4
6bf6f7cd9d,0
62418f57e1,1
c068228c1e,2
d84b3632d2,3
abcc4c1aa9,4
99f5360246,0
8fb449f918,1
ece4d1d4bc,2
b6aa5c7ab4,3
7ac61d2369,4
7194629d17,0
71bdecc536,1
32160e4b75,2
7c0b76979f,3
020e6211ad,4
902d01b7dd,0
147a36429e,1
5caecaa345,2
f9e510b5d4,3
056d1b3b59,4
18a167d8a9,0
e2ea7ff45b,1
70a32506ab,2
e7da2d7800,3
8995059b83,4
748fda4538,0
6b7945d817,1
299ef808f6,2
98017bf556,3
b1c30ea1dc,4
6ae646336d,0
f6011fc398,1
bfd6f21136,2
36febb2cf5,3
c5dad43641,4
2c755bf200,0
df356bb303,1
f7c67e98e7,2
4e13bb0edb,3
f5b747d45b,4
908bacfbae,0
e085780d3a,1
e69c6b5d79,2
9b66bcf23c,3
9f3cc74e77,4
f7c685315e,0
4f30a97219,1
1a8a17f220,2
573f9f58c4,3
2dcf7dc762,4
e110c5bf98,0
f3e67c0d77,1
2c76837632,2
b1e6235974,3
8fcf8fd268,4
feecb89064,0
9beb6c1184,1
8ad6fce1d6,2
ffedecc19c,3
5936740d48,4
12a953a079,0
f8088ca24a,1
e6ab700d15,2
24df9ce7f3,3
fec8cb9677,4
9dfb81996b,0
69fe14835b,1
25c415e373,2
12e7a48729,3
8fd7efc82d,4
bd6338e1f6,0
4e583649f3,1
87986259f0,2
7208f75841,3
c75903d2a9,4
2a6a13e3ed,0
533683b8e0,1
0706b7541a,2
f81a3e3c9c,3
725e4a6ba0,4
91791bd48c,0
89d0caa7d1,1
acb95dd7c9,2
20933fcee0,3
f0ea2421f0,4
bb9ad7c38d,0
b8b3f26ad4,1
1cf783890d,2
a478665286,3
10947d16b1,4
a11b83ca27,0
b475e5ad7a,1
5a8dce4386,2
59b5c4accc,3
4d4271753e,4
10637d3b2d,0
ba951493dd,1
f6065d0142,2
15d090dfcf,3
eaef4c3a5a,4
20ff112fb3,0
eb0b46dd7e,1
fd0d738abc,2
cb9c3597e8,3
7467212701,4
7f22aad9b8,0
5b7ebdc259,1
e925b2a8ff,2
bf92688cf3,3
3f404c5022,4
9ef73b5eba,0
6997ae1756,1
6a2861f265,2
09a7af5a1b,3
500e912121,4
90113ed6bc,0
ed607ec342,1
dd475f0405,2
b2fc87dc4e,3
e7afd37c7f,4
bc3c918cd4,0
f4ba0ceaa9,1
21c45388e8,2
ed7251fc01,3
8a54304ab0,4
bbb3054bf3,0
6902873ebf,1
8687badf0a,2
0300ad09f3,3
20d957cd46,4
7b3f1eaaa6,0
e040d91fe9,1
86b82ac3fd,2
536decbbed,3
5d89e1ab89,4
e10a1a3e81,0
e286e6d0fc,1
c614988286,2
81b84bb9c9,3
dae96d99b2,4
ef4254154d,0
8a60cc9e23,1
77ba57abdb,2
76ac440877,3
b302fbe079,4
f7e58da74f,0
63193879b4,1
9f0d6b4bbe,2
737e6513c8,3
50fc16ff18,4
7d5345b3aa,0
8ff5e93573,1
b790c65f84,2
3f01db328a,3
0b7459a0af,4
4ed082016b,0
db102119c2,1
3ab7b7d831,2
c215f25359,3
355ce54530,4
01a40c3405,0
7ab70da99b,1
c7c733b053,2
949b1fbe67,3
c06ce71f9a,4
a8247ac73a,0
49ba3412bd,1
bc5ee94de7,2
9132b8b239,3
68bad6a787,4
2975e0a15e,0
e902cfed5a,1
b71f8ae21f,2
f6e87c1458,3
7135ca553a,4
d20516eb19,0
96049af037,1
21ec084221,2
878566ab56,3
728b34e175,4
9aae327222,0
808c63ed8f,1
7366dd0525,2
6c0a68de6c,3
f1a0a38096,4
fcf5137a10,0
3755a4f1c8,1
2fd6d25adb,2
50fd2ca447,3
2a9805a861,4
dc9070258f,0
85fe1cb502,1
270dd2b8e6,2
503f08307e,3
800d311316,4
1c6f7aac78,0
eae2a8b2ef,1
4df40162f4,2
010ee525b6,3
3cbad9e965,4
e1978e83b1,0
5895535b14,1
25f57cf4f4,2
884958bc2a,3
5256861a31,4
71ed7325d3,0
fdb49c8336,1
595023dd24,2
92fa1137d9,3
2bcae75a7b,4
a89f111730,0
6eb2d4d1e3,1
6061f711e6,2
82adfbc0f1,3
de6e6ed26a,4
cf5d5915c1,0
ebd833ff22,1
ed3d64a782,2
b3ad13d9e9,3
9827ff0a2c,4
5f3f6d6ca6,0
ab343c4976,1
82f186d2ac,2
53289da645,3
a53ce65d9f,4
993a7eca7a,0
78116fa2a8,1
85306393b6,2
4e04982929,3
3cd0ce6e18,4
855363abfa,0
cd22ea7236,1
690514a3e4,2
709c9537c9,3
f5e72111d0,4
e4186029c2,0
d063e9625c,1
3aad1de5ac,2
d2c728aaf3,3
18da13aaaf,4
3a00f81f99,0
a310519345,1
8bc939cc85,2
3ee9a8ddb1,3
20ed65cbf8,4
0507f8672e,0
4bbe1afbc2,1
978ae7ff61,2
feb066e638,3
7a60a99114,4
d87eca88a6,0
fc623c5fc1,1
49fbbd45f5,2
f560c14550,3
dddf6d20bc,4
804580b1af,0
c6d9c13cea,1
82385cd8e9,2
3f37d8bfd6,3
9cf74c6432,4
da94055b53,0
6752a6815f,1
610a3254fc,2
f31ab2f578,3
8ddf87b5bd,4
cf6e41f329,0
da84ed2423,1
1336b989ff,2
27a240a570,3
2103cc814b,4
9652e27bdc,0
9e9707e9ef,1
282f1c2a78,2
1b99e91068,3
51e533cf03,4
7f0825a2f0,0
f83931131f,1
86e7716f79,2
97d26bbb53,3
e8bec3476b,4
acf7bb62cc,0
f83ff82a40,1
1a37af90c1,2
566ac48e00,3
01258c92e7,4
165ffa1723,0
1202914cf2,1
e1f1f79326,2
2675797f52,3
a50a98656c,4
4b4ce588a9,0
16d8e1d384,1
e88de6b8fc,2
7c46ee160d,3
3780e66035,4
08de6285b8,0
280dcd0b2d,1
fa03ff2472,2
0c14b0fe28,3
545a6ed959,4
a9fd8e2a06,0
865a3c3462,1
f9ebff804b,2
f7cb3559f9,3
7df36788a9,4
d90e533ce3,0
a468149f40,1
a7ddfa3911,2
9f7155bd98,3
b4c5f0d153,4
aed738c07f,0
ed4f75e17e,1
258a5db63e,2
63e4c28d41,3
20a0f53112,4
d343f6974e,0
87172d491e,1
f29742cf45,2
bc09c0039c,3
66e42629c1,4
9f32747c28,0
5628d8d57d,1
f34715c722,2
f5ddab9cab,3
6a65fb7ddb,4
69768c0d00,0
f3ce9ff03e,1
420447e7a6,2
82db07ac64,3
389eeae597,4
06b664b866,0
99fddf686c,1
b5e9a12412,2
8cc037cd28,3
ca08075350,4
13be34d712,0
04a60b7e45,1
60611407d3,2
8e9a51812e,3
a89e1ab744,4
4608c638bd,0
d7cc4296b2,1
8bab2b0c82,2
a16611557b,3
205953b152,4
95f6e2b2d1,0
77415e7cda,1
1ac1e18079,2
ac931ace49,3
2c501a8b77,4
cc5b03f643,0
494cc43525,1
9163f15e89,2
dfb3390016,3
21be159d97,4
2a091413ea,0
14fecd67d2,1
a754990d1f,2
9ea0525027,3
e3e09fce08,4
a4af4ec79e,0
0ea5ea6946,1
4501df1f39,2
3c4df17a32,3
10e1c8e23a,4
6010b9b84d,0
b33e244157,1
633a88f80a,2
b138330f9f,3
5663471396,4
e44dcaeb74,0
35f233e10a,1
bc5697eebb,2
5d4dcb9d8b,3
1efe1909ed,4
906c1ff22e,0
3e741873b1,1
a7a66e306b,2
6dca333081,3
14241c27ef,4
aafaaa68d6,0
fadd701a33,1
4ca8350f11,2
8f407b64ae,3
b805aaf6ed,4
be8fb89ea9,0
436d01f71f,1
8472683427,2
179b18eb1b,3
323882f716,4
c37b8373f3,0
a92c448553,1
93614d4b95,2
e0ad4ecf12,3
696d91b37e,4
8f29c5d348,0
26000ba320,1
2f673006e2,2
b7214417bc,3
f84783b31a,4
2a5805ad13,0
0aada349b6,1
68a469ef7e,2
314b80176d,3
f104068e09,4
47f07fc396,0
c812d01650,1
8d7e882550,2
d367a6e845,3
035c07744f,4
f5f5901c55,0
a17c4dc16f,1
15e99c4456,2
b506085af9,3
402b2c241c,4
aa0f87b252,0
4024a7e03d,1
04182ced8e,2
95862fc051,3
1ee2156eb1,4
0bdf279a26,0
a0447d64e2,1
fda74a4257,2
993edf78fa,3
3ee1cfb6a6,4
3d4093dcdb,0
376b6b7e94,1
562cf59500,2
28f865caaa,3
8920afbcd2,4
cbe5d89ffc,0
8e48845dd4,1
9a9ff1beca,2
5f64a4011b,3
1c4d3b5dc2,4
58a4b8ec4a,0
108fe2c3d8,1
f1eca3ffd2,2
a16bbd70da,3
b8933f437c,4
a41339b815,0
4ff0eb9512,1
26ec6ef9df,2
f0ec542987,3
fd5cc36d93,4
1bb08d1d48,0
0c842f5207,1
679ee788d7,2
ce269253a0,3
6dd12af82e,4
89c0f9dcab,0
27b4cbac34,1
d2a65f4435,2
2dd318a0c7,3
4f349b5ab8,4
823ad213d9,0
1df8119d15,1
6d0ab73c29,2
0d1aaab6b8,3
d69b835df1,4
eaeb630ff4,0
72328599e2,1
506bc2ec20,2
f66b2e3432,3
2afe87d240,4
69840acbc6,0
9e54e0ee92,1
cdca082980,2
48477e7884,3
25fdf34ca9,4
4680a45404,0
50bc1a2eb4,1
f41a025b6c,2
55cd46afec,3
1a288f27bf,4
b468a3a0f5,0
1925c11fce,1
8daa7e48d1,2
b680631ed5,3
27d6ed1bb0,4
e48c970217,0
1c920e3604,1
76990c9738,2
63340cabf9,3
f7a539ee62,4
0642bbbc5f,0
f9fc7746fb,1
8020c6cc91,2
b5a137afa4,3
c43b8533c4,4
026b509cd4,0
c005e0beae,1
11005c0470,2
6760543d8f,3
4c822aca6a,4
ebe877d429,0
6a50b924bd,1
a560bed6e4,2
60a686709b,3
ff08bceaf5,4
b94a5b0bda,0
da575a0444,1
6a484cdfa8,2
24554214ed,3
18184347cf,4
474c60acf4,0
f0d15c63c5,1
72ef4718f3,2
c30dc2fb88,3
130820c014,4
005855cd72,0
7551f356ce,1
c4291c0396,2
1167a2bec9,3
a536f382ec,4
7889812661,0
41c76eef27,1
026f97575b,2
659b17c4bd,3
64eb7a40ca,4
31f29ada31,0
2b723b8474,1
153a47924d,2
2bec33a46d,3
9699288c2f,4
0e27f19921,0
f14ba9dae4,1
65449ab1f3,2
8c88cf3d22,3
c72ddedc0c,4
c50affbe08,0
25dc959ebd,1
c813181542,2
2c157df08f,3
417002075c,4
62e72fe39a,0
291464ee6d,1
697f80cece,2
6b464d56a4,3
b0beff63b4,4
d454f0d70c,0
ca06942a59,1
4eceea0d2a,2
3be7193c50,3
dd92524ddf,4
9128b824e5,0
ed4cce1fbe,1
b9414d0f45,2
61fbd7bcd9,3
de80c430e6,4
b6ebc3831e,0
e93ddc6ba7,1
a444fdc56e,2
a14d2ea3b1,3
fab48de08f,4
0fd7ee2ea9,0
cb8a681027,1
5125a5c599,2
5e8440e745,3
9aa65d393a,4
852873eb7b,0
cf58cfcd0f,1
133c2477d6,2
89b77fc82a,3
0ceb9ed723,4
b0fda65353,0
5445c943f8,1
0b37e26016,2
ee82c84aeb,3
526179a9b1,4
364c09b563,0
13d02b602b,1
640c22038a,2
ba38c8759f,3
fe1e39f435,4
ad65f9f2c8,0
3d9c671ce1,1
82fae7d0cd,2
cc876896b5,3
6ccaafe665,4
63c8f10d71,0
12de44ce0c,1
a2a012f128,2
fd284219fe,3
1825fadf99,4
99a661efaf,0
98f91cd1b8,1
6d55cabc8d,2
738958ae5d,3
193f8f285e,4
094cf586ca,0
629f639f2c,1
166b46c4ff,2
4285c2ffe8,3
0ab8b23845,4
365c346528,0
60dccbc52f,1
7a47875a7b,2
f115ca6981,3
e4dbb99aa2,4
10d142f54c,0
0aa90143db,1
95d55a10f2,2
fe85864f8f,3
9782b39532,4
51870e8500,0
c236669b05,1
3d0eb2ac5b,2
de63c230aa,3
2fb6791298,4
12c401001b,0
e4f1c5b15c,1
52b4fe7246,2
1230d07385,3
b8945d366f,4
a63fd8e2a8,0
2c8a53b559,1
e5f5d12e89,2
fe3d670457,3
114fd22f5c,4
269b6cad0d,0
f199e2628a,1
c0cda22d64,2
b2294d186b,3
781694a6b1,4
000a68e46c,0
633b6d6ec4,1
985c03d8c8,2
d0f06eee13,3
e699288e54,4
20bda6e6d0,0
7940a73429,1
f37f2eb2f8,2
2855669f79,3
7172c509f6,4
0f1c46ba13,0
e1721bfe62,1
7f0e67d5ec,2
3e991d73fa,3
94c4ad470b,4
5f5b77cc1b,0
510e8c243a,1
570c9d5a7a,2
988ed36efc,3
22ca08b636,4
566b4e0770,0
306bde4606,1
34d78a619f,2
cc216a861c,3
79949a4117,4
164873b51f,0
18cd0215e3,1
9bfb38a26f,2
3ae90bbf94,3
63660a3693,4
fbf6226410,0
2e55225481,1
8f7ad537ab,2
1777e9be51,3
8f8dcb2506,4
cd6320c6eb,0
ba22bcb515,1
f5d1176e33,2
35277a6516,3
49578dea83,4
818ccc0ca7,0
8e13060816,1
d054be6e3d,2
6285015437,3
55b9cb8acd,4
fd82a91d3b,0
941d0865da,1
4654389112,2
ee8d380c54,3
d61b459e61,4
0b0b0362be,0
d36234ebd5,1
e0215d7e9c,2
dfafd0bad1,3
872fd7fcde,4
5db75dc1f1,0
dcb3f0a060,1
0f7302ad43,2
8851d57f9b,3
060cdfded5,4
d4b9cb057f,0
791a14f34f,1
de06dcb997,2
944b46458e,3
7a8eae16e1,4
0893024db8,0
859f623d32,1
1120f58e5f,2
8869f3399c,3
0da4918f5a,4
f614477668,0
e9edc8ee67,1
5b1a3faaa8,2
