id,unique_pixels,mask_pixels,confidence
b365cdf41f,225,0.0,1.0
01c5af2643,207,174.0,0.9882364474071169
723ee6c018,213,0.0,1.0
0d61c54a7f,213,0.0,0.09832369375551417
9fff138ea3,221,0.0,1.0
80db571e2b,212,3120.0,0.9864719145181845
4b6bc93e6c,236,0.0,1.0
d5dec361aa,218,8548.0,0.0
932ec40ab4,184,1067.0,0.9861778257033624
f73d73ec75,227,0.0,1.0
e94ed59b74,214,7620.0,0.9830408783452602
0f04ad5127,176,4388.0,0.9887265954318204
909a223b2a,220,0.0,1.0
0e9c3b837b,221,318.0,0.9881384178021763
fd2642606b,1,0.0,1.0
6331b430fe,224,0.0,1.0
cb9d510ceb,235,0.0,1.0
309e1f0815,200,6898.0,0.9825507303205568
ffca00e9d7,179,10108.0,0.9962748750122536
af795e857d,211,7202.0,0.9751985099500049
f5b747d45b,1,0.0,1.0
c23a260780,214,0.0,1.0
74ecf92a27,194,357.0,0.9911773355553377
bef690a9ee,220,8612.0,0.9824527007156161
49de37c5b8,210,1802.0,0.9717674737770807
314b80176d,182,0.0,1.0
426bdcb658,196,5912.0,0.9890206842466425
8b1b7b6b9a,238,0.0,1.0
4e4fab3bf3,171,5132.0,0.9875502401725321
ed7bea5840,230,7472.0,0.962454661307715
d58addc3c9,207,1702.0,0.9327516910106852
31729627d2,146,71.0,0.9969610822468385
163dbc14cd,213,3176.0,0.966277815900402
84b9c5016d,208,3657.0,0.9886285658268797
eaceba067e,220,139.0,0.9962748750122536
75e8f7f24e,206,10201.0,0.0
c0bcd07a7b,197,3619.0,0.9326536614057446
7401d2fbbb,175,1458.0,0.9864719145181845
c9094061c7,218,0.0,1.0
399f7b1816,202,0.0,1.0
a7c5bb3d9a,212,0.0,1.0
18cd36e491,235,0.0,1.0
d44a4a62dd,208,870.0,0.976766983629056
3a40695e2d,166,1455.0,0.966571904715224
f2d096af76,147,0.0,1.0
71311cdce9,176,1442.0,0.9918635427899225
a30307864e,217,6959.0,0.983138907950201
d623222fb0,190,807.0,0.9810802862464464
3110e75d41,223,2568.0,0.9651014606411136
5c7e257630,219,0.0,1.0
43de3f9c9a,193,7261.0,0.9836290559749045
63098bee3b,205,0.0,1.0
6db8231d14,218,604.0,0.9388295265170081
04d2ead1b4,193,0.0,1.0
c3789dbed6,226,0.0,1.0
ddbdc80b55,215,1483.0,0.9649054014312323
b8945d366f,234,0.0,1.0
41809fc23d,217,8759.0,0.979609842172336
213d9163c6,213,4687.0,0.9825507303205568
29bc65465e,180,7886.0,0.9877462993824135
a51e0ecc70,190,5076.0,0.9443191843936869
ffc0ed590d,149,2307.0,0.9807861974316243
11d82f87fd,207,0.0,1.0
e6b5506c1f,152,4018.0,0.9850014704440742
b21810165a,172,3550.0,0.9733359474561317
f0b88c1c94,207,8960.0,0.9879423585922948
27ddc1e08c,233,0.0,1.0
0a1b6ae0d5,185,7797.0,0.9909812763454563
f31007fdcd,192,0.0,1.0
deb84b430f,203,0.0,1.0
fa0daef792,204,0.0,1.0
de27bef2bf,152,804.0,0.9908832467405156
f526e6c2dc,210,8383.0,0.9893147730614645
95a184c026,162,1926.0,0.9855896480737183
155eb0affb,214,6435.0,0.9521615527889422
271b964887,94,0.0,1.0
e3519d5537,220,2574.0,0.9506911087148319
77f958ff1b,214,4501.0,0.9848054112341927
4d5bd7f272,209,8313.0,0.9846093520243113
b427cb176e,223,6107.0,0.9844132928144299
abfc365c4b,225,0.0,1.0
a612bf83d3,218,0.0,1.0
8db6e29dd8,240,0.0,1.0
6c89234f73,214,2361.0,0.9735320066660131
61138805e1,253,0.0,1.0
c0572f0f52,174,1101.0,0.9896088618762866
64a2a50ee8,217,1501.0,0.9732379178511911
3a8fcdba16,203,5339.0,0.9800999901970395
99f40c4b94,169,9636.0,0.9893147730614645
5f15a9ec4c,201,7829.0,0.9847073816292521
717bd5d6b1,1,0.0,1.0
034aaba5a3,168,193.0,0.9950985197529654
175cf79569,196,3326.0,0.9482403685913146
6e79a01f0b,220,9439.0,0.9823546711106754
b01e1cd19c,225,5159.0,0.9733359474561317
d024745342,189,900.0,0.9939221644936771
3922843c4e,191,8887.0,0.9858837368885404
f52e44f960,216,0.0,1.0
a8dd12fde3,205,8590.0,0.9564748554063327
913fc84bb4,160,9706.0,0.9867660033330066
ec49e2aba8,202,0.0,1.0
5aa379e81e,222,0.0,1.0
17ca457cff,168,2422.0,0.8171747867856093
3839b132a3,250,0.0,0.7986471914518184
1c46fe53df,189,2823.0,0.9899029506911087
6e3a815b3e,158,0.0,1.0
fe76b5e9e0,219,0.0,1.0
a6753a46ff,215,0.0,1.0
352749994a,182,0.0,1.0
38c805312f,183,5096.0,0.9550044113322224
cb9c3597e8,202,1342.0,0.0
30d3aa07d0,210,0.0,1.0
104def81dc,190,252.0,0.9932359572590922
1a4cd0fd59,222,0.0,1.0
e45d4eb76a,166,9438.0,0.9924517204195668
a80973d210,188,5233.0,0.98725615135771
4074911972,202,5573.0,0.9574551514557397
49174ccdd9,1,0.0,1.0
c42a96a61c,179,0.0,1.0
75363c138f,165,3958.0,0.9807861974316243
a94a59fc55,215,0.0,1.0
9b61c3ff73,168,1894.0,0.9918635427899225
6dca333081,134,0.0,1.0
80d492f994,211,9760.0,0.9914714243701598
bfe12bdf70,196,3776.0,0.9705911185177923
2d209b870d,197,5782.0,0.9693167336535634
73e231af37,181,3534.0,0.9896088618762866
8996600f77,196,0.0,1.0
ce36e2a0ae,237,6661.0,0.031271443976080775
cf495190b9,211,0.0,0.9912753651602784
648d1ae4be,224,7104.0,0.949710812665425
6567f59d54,203,413.0,0.993333986864033
e1213e9ace,229,7328.0,0.11312616410155867
6b4b989279,208,0.0,1.0
32fc8d7cd8,231,5776.0,0.7307126752279188
aaffa385df,231,0.0,1.0
3dc343c503,193,4007.0,0.9833349671600824
348f475161,242,0.0,1.0
1d56be5402,171,209.0,0.9942162533084992
ad972c7127,1,0.0,1.0
539c2225d3,219,7070.0,0.9778453092834036
a20cced9fb,255,0.0,1.0
13be34d712,179,0.0,1.0
b804c702fe,178,9910.0,0.9910793059503971
5662818526,213,0.0,1.0
fb643d300a,183,5158.0,0.9618664836780708
02999b160b,172,6847.0,0.5634741691990981
d98ee3cef9,209,333.0,0.9789236349377513
68715e75f4,204,2334.0,0.9515733751592981
a36673b867,236,0.0,1.0
d802b933e3,168,7844.0,0.98725615135771
5cd181b41f,220,0.0,1.0
e49ab753ed,214,348.0,0.9564748554063327
0005bb9630,227,0.0,0.0
f41e46eedd,224,0.0,1.0
1fef5171bb,198,122.0,0.9939221644936771
e4ada88a55,246,0.0,0.9939221644936771
1dde15c583,237,0.0,1.0
dddfb6085f,223,0.0,0.07734535829820606
d50b6c3267,215,4906.0,0.8616802274286834
aadea795b0,224,1977.0,0.9428487403195766
1ee20d41ce,195,9790.0,0.989510832271346
2abe2d917b,170,8377.0,0.7714929908832467
51adcb4fd1,131,2286.0,0.9873541809626507
be27934873,221,6619.0,0.9303009508871679
7db35be44e,231,0.0,1.0
f9c42b8d50,1,0.0,1.0
e4096090e6,167,389.0,0.9950985197529654
90d9677c56,208,0.0,1.0
51e533cf03,228,0.0,1.0
345b80cd1d,226,6924.0,0.9787275757278698
9017195c55,216,8033.0,0.9680423487893344
8f7ad537ab,211,162.0,0.9951965493579061
5281d67da6,237,986.0,0.47495343593765316
6f0d7bdd29,1,0.0,1.0
4a2c93f934,205,4474.0,0.9774531908636408
3c6ea4c16d,166,0.0,0.9667679639251053
4a08f295c0,222,0.0,1.0
2ae328c427,162,4841.0,0.9860797960984217
ce66fda32b,188,197.0,0.9953926085677874
ed898877d1,167,9720.0,0.9892167434565239
212eeca2de,230,0.0,1.0
90e92b9fce,198,0.0,1.0
570761aef4,189,4951.0,0.9807861974316243
8b18165c97,188,0.0,1.0
2e0bbaa822,182,9760.0,0.993333986864033
d09c8b55e8,191,2858.0,0.9840211743946672
153558a258,1,0.0,1.0
641daad2d2,75,10201.0,1.0
2445bf85b8,224,0.0,1.0
401718a5ca,201,0.0,1.0
679a0030aa,183,95.0,0.9963729046171944
027f49e160,217,83.0,0.9901970395059307
7f9ec4856a,213,1275.0,0.9900009802960494
aceadac414,205,0.0,1.0
1de2a09cca,214,0.0,1.0
3e635c129e,222,0.0,1.0
875170148c,212,0.0,1.0
ebbf3ea889,187,0.0,1.0
bc1c545371,168,4203.0,0.9800019605920988
9b11d67e37,151,0.0,1.0
780bbb490f,225,2010.0,0.9786295461229291
6e339205f1,244,0.0,1.0
92fb5b47ac,225,0.0,1.0
076670cc1c,227,0.0,1.0
50a91adce8,193,8860.0,0.0
6cf6befa6a,176,9162.0,0.9909812763454563
456019cf5f,204,0.0,1.0
9543901c15,127,2245.0,0.9753945691598863
5106b883d7,200,8411.0,0.9784334869130478
b75933e223,208,0.0,1.0
7ad42439bc,225,4997.0,0.921380256837565
6b22fa7059,194,155.0,0.9931379276541515
f86c86466c,171,10106.0,0.9835310263699637
b9463e78e6,182,8485.0,0.9851975296539555
32970c365a,75,0.0,1.0
07244009e3,194,0.0,1.0
be8a6ccc8c,222,951.0,0.9865699441231252
441e322b5a,211,0.0,1.0
4d5b2c8fe7,212,0.0,1.0
6aee0e5621,223,3502.0,0.8737378688363886
572ab7045a,197,0.0,1.0
97b2dbc36f,204,8404.0,0.8435447505146554
52477a56f5,224,1814.0,0.7390451916478776
f12d23aac8,216,7251.0,0.9794137829624546
7f9e856b9a,228,0.0,1.0
dfb780956c,218,0.0,1.0
7f09587094,208,4905.0,0.9243211449857857
5777ae6eb1,158,2975.0,0.9858837368885404
76de859005,180,0.0,1.0
567c36f67f,202,0.0,1.0
be48e1e064,132,5074.0,0.9687285560239193
7f8df64318,195,182.0,0.9941182237035585
8e1a651214,206,7627.0,0.9842172336045486
8df7b2c99e,195,0.0,1.0
baa44e8d1f,217,5626.0,0.955102440937163
2662f5581a,1,0.0,1.0
d13ede5f14,199,0.0,0.9957847269875503
48fb4775d3,197,3976.0,0.7273796686599353
7633d58974,165,8834.0,0.9864719145181845
b2343c89d7,249,0.0,1.0
8d702c4aec,219,0.0,0.992353690814626
e735f7b212,218,0.0,0.09234388785413195
caf12d30ab,201,2840.0,0.918831487109107
be6ef0be10,210,5448.0,0.9815704342711499
3d477a4128,217,7806.0,0.9830408783452602
9d7815c64e,223,0.0,1.0
61a61114b9,244,0.0,0.13273208508969708
e1a51e48a1,210,9405.0,0.9900009802960494
19fbc4280d,193,4549.0,0.983432996765023
d4e2400b25,166,5197.0,0.9587295363199686
26e47af0a2,167,0.0,1.0
1ad16d5693,171,0.0,1.0
b6235dcbb4,208,0.0,1.0
2e7e2de23f,210,3692.0,0.9582393882952651
43710ef977,191,8793.0,0.9842172336045486
90436aed27,218,494.0,0.985981766493481
5fbff21973,195,0.0,1.0
def68d1495,211,616.0,0.9699049112832075
b59cadbfbe,198,92.0,0.9955886677776689
a4a75dd824,190,0.0,1.0
dc3ff463f0,240,0.0,1.0
ed80cf7830,170,9142.0,0.9822566415057348
54f848a336,214,0.0,1.0
6338a2def5,175,3497.0,0.983138907950201
9609f60e28,177,0.0,1.0
62b4377713,228,9986.0,0.3620233310459759
f3cd70744d,196,9676.0,0.9870600921478286
0860568fe5,227,4303.0,0.9020684246642486
c6885a38e6,192,8433.0,0.9811783158513872
e71380e985,145,1437.0,0.931575335751397
6c91aa602d,203,10144.0,0.9861778257033624
e969baeebd,216,0.0,1.0
ec3f4f6f6d,208,3285.0,0.9836290559749045
cbd1b23efc,224,7499.0,0.9409861778257034
6c34c04e12,208,4138.0,0.9742182139005979
17234b98a7,201,5268.0,0.989510832271346
1a7b40b40e,228,0.0,1.0
98b49ec0e6,246,0.0,1.0
5910d039bc,215,0.0,0.04362317419860798
c784560371,223,0.0,1.0
aef24f508a,217,7579.0,0.9814724046662092
a8876c27ca,190,1634.0,0.9900009802960494
abbfbfc591,225,4377.0,0.9777472796784629
f7677ef77c,213,8426.0,0.008724634839721596
49eb0d5d7b,175,8764.0,0.9748063915302422
1c7c8f02c5,194,3059.0,0.9822566415057348
75aa6457a4,210,0.0,1.0
38d9fe1df5,198,5520.0,0.9764728948142339
a1e1b90a18,215,0.0,1.0
16322de21c,143,10201.0,0.0
ba82685b51,164,0.0,1.0
646dc6b247,227,0.0,1.0
9b3d407035,199,1743.0,0.979609842172336
4ff2ff620d,155,2439.0,0.9890206842466425
d2531a4d49,227,0.0,1.0
3f77083653,202,31.0,0.9797078717772767
462a7f9805,221,7596.0,0.9631408685422997
198b605afd,227,0.0,1.0
bcf6935d08,212,3489.0,0.9838251151847858
e8d5563783,228,0.0,1.0
cf02a20d32,229,0.0,1.0
b7699d334f,170,199.0,0.9965689638270758
9a5e7fb405,223,2293.0,0.9815704342711499
17170c3fb1,186,4215.0,0.9825507303205568
7fa49d7624,221,9694.0,0.9799039309871581
6c2c6de49a,192,0.0,1.0
0e371eac28,138,584.0,0.9939221644936771
21f003a1cd,176,1047.0,0.989804921086168
5220b448bc,201,104.0,0.9966669934320165
4153eb92e6,185,10113.0,0.9967650230369571
b5dd684e36,216,0.0,1.0
00c6536758,206,1891.0,0.9368689344181943
76ac440877,207,0.0,1.0
b12a52e09f,216,1688.0,0.957651210665621
beeceae804,218,4337.0,0.9862758553083031
dc8281c5ff,208,915.0,0.9847073816292521
7177b9576f,189,0.0,1.0
395bab08f4,222,3082.0,0.9879423585922948
742fb47f42,211,0.0,1.0
83a2adae40,223,1992.0,0.9785315165179884
3d158db770,203,4058.0,0.9644152534065288
90e9b53a63,225,2118.0,0.9502989902950691
78de77e44b,217,6500.0,0.9650034310361729
164999db81,204,2176.0,0.9660817566905205
0ded804d83,227,3037.0,0.9749044211351828
43a137a06b,197,0.0,1.0
76bd88df66,225,9616.0,0.9902950691108715
2a9f891518,212,0.0,1.0
ca86bc43a0,177,8954.0,0.9881384178021763
69c7de5d26,1,0.0,1.0
ca0cf3d157,238,0.0,1.0
b38ee97247,205,2530.0,0.9814724046662092
1d2bf3cc94,228,8307.0,0.979609842172336
1d9d2189a2,207,635.0,0.9880403881972356
b5672d535a,224,126.0,0.9732379178511911
23b3bd473f,182,9789.0,0.9894128026664053
d72a290951,167,9842.0,0.9934320164689736
83b58112e7,223,0.0,1.0
92e4968815,164,9655.0,0.9918635427899225
a056a19d45,220,0.0,1.0
847550431e,227,0.0,1.0
4902b2ec40,228,1100.0,0.962748750122537
f48701d932,209,7443.0,0.9158905989608862
649a81e118,219,0.0,1.0
06c6968589,156,188.0,0.9976472894814233
6f9e3bb2f7,189,2687.0,0.9866679737280659
edb34c730b,205,5034.0,0.9850014704440742
3b474dfed2,196,0.0,1.0
514b6302ee,192,8386.0,0.9817664934810313
293dccb805,169,9332.0,0.993333986864033
ff2ebb3e79,184,2990.0,0.9867660033330066
040af02c81,214,8242.0,0.9714733849622587
a29480d00e,216,0.0,1.0
b303943f66,223,0.0,1.0
1bcc5ea50a,157,0.0,0.0004901480247034605
4a26fdca60,211,0.0,1.0
656973c43c,209,2101.0,0.7415939613763357
45aa888721,227,0.0,1.0
3cffb3227b,218,6372.0,0.5939613763356534
9047a592c9,214,0.0,1.0
0534b9c761,218,4197.0,0.9857857072835996
c30dc2fb88,212,0.0,0.005587687481619449
a715988e34,217,0.0,1.0
27c28dd8be,196,2956.0,0.957945299480443
d454f0d70c,230,0.0,1.0
1817464894,1,0.0,1.0
f89a479c21,153,0.0,0.9886285658268797
cad650215e,222,0.0,1.0
5fea3149b3,178,4614.0,0.9897068914812274
e49b5c4be8,198,2404.0,0.9297127732575238
8d85595c2f,210,260.0,0.9889226546417018
11b8214fae,230,0.0,0.0
27b4cbac34,194,937.0,0.9842172336045486
9d156a0efa,208,0.0,1.0
cdaa35be38,148,71.0,0.9967650230369571
16c3e76481,187,0.0,1.0
0b83548c34,172,3744.0,0.9669640231349867
409f102f88,183,8963.0,0.9889226546417018
0e6f54a44e,180,4479.0,0.9774531908636408
c38c3f0a49,201,2967.0,0.9911773355553377
79a4692349,234,0.0,1.0
c66e8dcd88,198,5085.0,0.9750024507401235
3621dd35dc,217,6122.0,0.8884423095774924
531687f063,225,0.0,1.0
dfb3390016,166,0.0,1.0
745b73e846,216,0.0,1.0
fa14635802,219,551.0,0.9884325066169983
649224d545,143,0.0,1.0
d7099eb334,213,0.0,1.0
6d9b5ae77a,219,3254.0,0.9893147730614645
45c44595a1,179,551.0,0.26918929516714046
6230e29f51,245,0.0,1.0
147caf1892,230,0.0,0.0829330457798255
ff16f2f584,213,0.0,1.0
738671724b,203,7032.0,0.948436427801196
7cdd7df705,221,5108.0,0.9518674639741201
8cbe7d29e1,246,0.0,1.0
3bb083c7b3,246,0.0,1.0
0cbf2fdd4b,224,3188.0,0.9815704342711499
b9711af26a,212,9027.0,0.9505930791098912
9a4222ba49,190,5128.0,0.9910793059503971
1ee8d337ab,181,792.0,0.9937261052837957
878d489fa1,206,0.0,1.0
2b562b2ea8,200,0.0,1.0
76cc8212dd,216,0.0,1.0
51f091af03,186,10138.0,0.9967650230369571
9834bd4034,243,0.0,1.0
a589985aa4,210,2053.0,0.9775512204685816
9567a72dc5,210,4548.0,0.9838251151847858
c18a60afdc,230,0.0,1.0
043bcccc79,178,3020.0,0.976766983629056
a562fff73f,209,0.0,1.0
efec662dc1,214,1309.0,0.9839231447897265
b268ce180e,221,0.0,0.0
98e2d2aba5,214,0.0,1.0
e30e29d767,164,9704.0,0.9830408783452602
21fea9b8f7,216,877.0,0.9680423487893344
5f6a9df8e3,219,869.0,0.9562787961964513
dd35be7c48,166,37.0,0.9915694539751004
c2fbac0e66,157,7010.0,0.9815704342711499
56445dca2b,207,918.0,0.9383393784923046
b258011964,215,0.0,1.0
b702f2456b,249,0.0,1.0
1d085fd979,220,0.0,1.0
973fa28ef3,204,5252.0,0.9766689540241152
9fffec824a,219,0.0,1.0
4d163fda07,200,4346.0,0.9853935888638369
7784c83371,238,0.0,1.0
d11e86362a,219,0.0,1.0
7bf6203cb1,220,3332.0,0.9427507107146358
7cb8401bb1,146,2408.0,0.9877462993824135
be3696598a,220,873.0,0.9603960396039604
9f0d446457,225,0.0,1.0
16545fae06,170,675.0,0.988824625036761
69c4e1da35,231,0.0,0.0
fbb9e8c041,181,0.0,1.0
ac5cd0c053,158,380.0,0.9957847269875503
7ce5d97648,224,0.0,1.0
c5d1c2b8dc,201,0.0,1.0
c329b6d198,1,0.0,1.0
91fbe9ad11,210,1736.0,0.8780511714537791
89aa92a709,207,6443.0,0.9745123027154201
6adfb31724,195,5809.0,0.9879423585922948
ac26936da7,229,6098.0,0.7650230369571611
f74ff67ea7,172,5064.0,0.9868640329379472
f64705a472,179,4589.0,0.9804921086168022
b8016fff86,204,3311.0,0.9787275757278698
2f07cfbb01,167,60.0,0.9948044309381433
3d653d9577,226,0.0,0.2586020978335457
6d5077d085,177,0.0,1.0
023a4a8fc1,223,0.0,1.0
e388ed5fb9,197,147.0,0.9577492402705617
878338aa59,229,3636.0,0.9593177139496127
71150da04b,224,0.0,1.0
d3302e82e5,226,2468.0,0.8633467307126752
dcd3c54405,174,8833.0,0.985687677678659
ba2e7143e9,228,6777.0,0.1648857955102441
f1eca3ffd2,202,0.0,1.0
1184b70b09,226,0.0,1.0
0bd08d4d2d,218,0.0,1.0
6250becb42,226,3634.0,0.9281442995784727
28dc7e6de7,207,0.0,1.0
61ac649947,189,5295.0,0.989510832271346
0aef3dff6a,195,890.0,0.9720615625919028
6a65fb7ddb,196,3678.0,0.9881384178021763
35e9810619,202,0.0,1.0
48e86df5c9,166,0.0,1.0
0d0a5591c7,210,9306.0,0.9899029506911087
6dfcbdbade,210,2298.0,0.9785315165179884
acd1a34650,212,1682.0,0.9807861974316243
a173685785,220,6183.0,0.9756886579747084
a8c33b125c,214,9806.0,0.9919615723948633
b30a514b50,218,777.0,0.9935300460739144
9c6d46eac1,216,546.0,0.9845113224193707
663990c75e,221,8535.0,0.9759827467895305
d520e24c96,194,899.0,0.9928438388393295
fcfac062ef,222,6495.0,0.9607881580237232
0f19e90f78,216,0.0,1.0
f87ef87ca2,202,0.0,1.0
8a588ad1c0,222,0.0,1.0
1274daf0ae,189,2084.0,0.9899029506911087
a401ccdd89,157,0.0,1.0
fa233440c7,181,42.0,0.8581511616508185
0794347c0c,231,240.0,0.9840211743946672
859d0acc6d,229,0.0,1.0
efea140c8a,191,0.0,1.0
8c8450cba6,227,0.0,1.0
707361a693,224,0.0,1.0
1f68e3a538,151,4363.0,0.9896088618762866
1083eaa92a,187,5489.0,0.967846289579453
5a0ac0af98,225,4795.0,0.9829428487403196
c1b12c9cbe,178,0.0,1.0
8997ca1a29,210,0.0,1.0
7a5cb865a2,210,0.0,1.0
1b2c24dfdb,194,0.0,1.0
73f53cd327,203,0.0,1.0
78fbb95606,166,2755.0,0.9897068914812274
1bca27f98f,195,323.0,0.9852955592588962
8cb504a3fa,163,2651.0,0.9911773355553377
95fc7cf6a6,239,0.0,1.0
a2393894ff,187,7346.0,0.9774531908636408
39f87fe0c3,153,1065.0,0.9880403881972356
791ca7c91f,155,2649.0,0.9846093520243113
6909be8eb1,184,5025.0,0.9679443191843937
dbc239fc29,221,0.0,1.0
7c223a0665,118,6092.0,0.8567787471816488
0be8956e00,203,0.0,0.9696108224683855
e991f05a67,191,6966.0,0.983138907950201
f6f5806e2a,204,3965.0,0.9656896382707578
5f112087b7,235,0.0,1.0
92165511b1,214,0.0,1.0
c6aaba4d7e,216,0.0,1.0
83e2b18761,219,0.0,1.0
b455bee299,222,2828.0,0.9765709244191746
0e0edd09c7,219,6623.0,0.9610822468385453
4c09e631c1,214,0.0,0.0
3589572823,221,760.0,0.9828448191353789
5097350725,185,5844.0,0.9886285658268797
a78ec4f628,198,0.0,1.0
6df9a9d1f5,220,0.0,1.0
e095c82f73,189,622.0,0.9827467895304381
b87803d6e0,200,6776.0,0.9705911185177923
ce3d0fa3fa,145,2506.0,0.9875502401725321
6eb7db0910,249,0.0,1.0
61eddad5ff,168,7354.0,0.9878443289873542
f8afabcb4c,1,0.0,1.0
2049282c72,217,4856.0,0.9744142731104793
fccf003bed,212,0.0,1.0
c8266973f7,211,3533.0,0.9850995000490148
57ccc5cb82,211,3045.0,0.9854916184687775
ff3267b613,231,0.0,1.0
0fec368473,203,0.0,1.0
064b4962e9,188,0.0,1.0
f413f0ea19,227,2592.0,0.9623566317027742
42a7f9ac30,159,84.0,0.9984315263209489
00329dc15c,193,0.0,1.0
d5e72925d7,121,10120.0,0.9982354671110676
fe53259bf6,219,2453.0,0.985687677678659
31d4b415e4,1,0.0,1.0
8441ee9ffa,236,2878.0,0.2128222723262425
02e3c926d1,199,5123.0,0.9633369277521812
b0955cb6a5,172,4663.0,0.9886285658268797
e01fa7e070,174,6022.0,0.9901970395059307
55a217cba8,216,0.0,1.0
0283add18e,223,1449.0,0.9615723948632487
1c427dd881,224,282.0,0.9921576316047447
ac14003b16,189,695.0,0.9910793059503971
4d9caf0bed,127,3186.0,0.9891187138515832
7270c3b9e3,213,3716.0,0.9833349671600824
06b9cddeb5,143,0.0,1.0
147ec91542,244,0.0,1.0
f6c2cf9470,201,0.0,1.0
80f65d6da6,194,2011.0,0.985687677678659
73c97fc400,152,1721.0,0.9569650034310362
ffe63102a0,224,6386.0,0.13920203901578276
d8bf9761f8,213,535.0,0.9906871875306342
6b2b54455e,196,0.0,1.0
b9412c61eb,221,0.0,1.0
300c287220,205,0.0,1.0
e547ff9d88,213,1632.0,0.9853935888638369
d6b48fc0b9,200,0.0,1.0
f0272d1ea0,177,2323.0,0.9854916184687775
3977f3e349,206,0.0,1.0
be38c07458,123,1457.0,0.9920596019998039
f96854d4b7,215,495.0,0.9818645230859719
814d0b9a3e,174,9840.0,0.9944123125183806
15921c04ea,224,0.0,1.0
39fc7213e1,223,0.0,1.0
101926ea19,211,4503.0,0.9438290363689834
a0d9eb23e1,227,0.0,1.0
884958bc2a,204,0.0,1.0
1631293bba,211,0.0,1.0
3dd350a6f2,188,0.0,1.0
42a6d179ef,120,10201.0,0.4279972551710617
0dd4d9acf7,167,3524.0,0.9758847171845898
ba281ddfb8,205,9093.0,0.9518674639741201
e8c3aa3269,251,0.0,1.0
fcf843ab71,214,6375.0,0.9843152632094893
5abac94653,218,850.0,0.9862758553083031
50bf331c09,210,0.0,1.0
879937f791,214,3833.0,0.9340260758749143
9991480992,209,4453.0,0.9900990099009901
6fe5d74176,223,2435.0,0.975786687579649
215eaca54a,167,0.0,1.0
ba5da40d8c,207,0.0,1.0
ad56da0d75,206,0.0,1.0
c4f8acef95,190,6820.0,0.9799039309871581
8b99bc5f09,229,1561.0,0.9812763454563278
10ca4a5d66,148,10201.0,0.0
720b810ecc,229,0.0,1.0
