id,unique_pixels,mask_pixels,confidence
c7f9a5ab36,175,1971.0,0.9841192039996078
6149ec3408,161,6022.0,0.9874522105675914
1e048fd40e,173,4448.0,0.9798059013822175
8e99199e35,163,7368.0,0.9416723850602882
373c27c20a,225,8687.0,0.9727477698264876
f0633e8b86,241,0.0,1.0
d430cdaadc,195,58.0,0.99715714145672
a13e062836,206,0.0,0.9637290461719439
fdc16dcadf,195,875.0,0.9406920890108813
7785879425,1,0.0,1.0
a23ce0105e,183,5534.0,0.9722576218017841
238dad4016,220,9028.0,0.9899029506911087
d56b977756,225,0.0,1.0
f17c5539be,198,676.0,0.04970100970493089
4b0e52eb9c,204,814.0,0.9803940790118616
9e8fbecf82,145,7801.0,0.9718655033820214
347d3a7801,131,10201.0,0.9997059111851779
1d77187496,194,0.0,1.0
b68b21f128,225,0.0,1.0
c8a3cf31fe,186,2423.0,0.9794137829624546
2056c97a10,190,9096.0,0.9868640329379472
b1144d629d,225,6471.0,0.9547103225174003
72abaed3bd,217,2958.0,0.8796196451328301
8f91b34e5b,211,1969.0,0.9824527007156161
cf063b6a84,174,7792.0,0.9825507303205568
d2a65f4435,241,0.0,1.0
5f6d235f00,182,4.0,0.9850014704440742
8d21f488a5,190,9970.0,0.983138907950201
44678207cb,221,257.0,0.9870600921478286
8561c63d20,241,0.0,1.0
7ee3778aaa,206,4135.0,0.9717674737770807
d923825e05,173,8239.0,0.9806881678266837
7d5409ff4b,213,2151.0,0.9833349671600824
9197adb6f3,212,0.0,1.0
747141df74,246,0.0,1.0
a15415f3c9,215,579.0,0.9765709244191746
faf8e27e42,174,3452.0,0.9702970297029703
e53934a7c9,219,0.0,1.0
69319596b6,144,9504.0,0.9913733947652191
58c00da563,206,0.0,1.0
686113cc67,214,0.0,1.0
b8a7031d3d,155,10201.0,0.9939221644936771
1c7c8f02c5,194,3058.0,0.9799039309871581
ef0f75b1e1,158,411.0,0.9842172336045486
937d435c0c,192,2733.0,0.9606901284187824
e093696fc6,191,1749.0,0.9782374277031664
e040765722,210,0.0,1.0
43287380d3,175,25.0,0.9951965493579061
1f4067e73f,227,8789.0,0.9741201842956573
9c57a7ab91,204,4315.0,0.9291245956278796
1ffaab4396,161,1600.0,0.9507891383197725
bb0cba14fa,182,0.0,1.0
0f9ca6c340,236,1945.0,0.0
7e777df9d5,222,30.0,0.9929418684442701
c0b0e1782b,168,146.0,0.9962748750122536
58b893053f,231,8668.0,0.7552200764630919
1c23bcab44,193,2641.0,0.8928536417998235
0b9fbd9b42,200,5077.0,0.9751004803450642
fc98189a79,178,0.0,1.0
afaa14f2a2,200,843.0,0.9886285658268797
672b6c08a1,181,7763.0,0.9742182139005979
06d9c22d31,214,6922.0,0.9246152338006078
4a5f65e1fe,149,46.0,0.9968630526418979
ab72718c45,199,3519.0,0.9761788059994119
0f77318a28,210,2300.0,0.9832369375551416
b84a690f8f,207,3860.0,0.9342221350847956
788cb5df86,152,0.0,1.0
72aea0aaef,229,8555.0,0.9851975296539555
512d8d9997,210,3392.0,0.9253014410351926
406ba2a864,193,567.0,0.9939221644936771
6a7d046783,1,0.0,1.0
d91fb67e81,193,9535.0,0.9931379276541515
0310766b6c,229,0.0,1.0
dbabc23680,165,414.0,0.9884325066169983
2cc9698c4c,233,0.0,0.1127340456817959
4dae5d1e28,200,85.0,0.9710812665424958
9091c7ef1d,215,4323.0,0.8399176551318498
cdb6298286,243,0.0,1.0
0c444101f4,126,4976.0,0.9851975296539555
8869f3399c,1,0.0,1.0
f8088ca24a,1,0.0,1.0
2f248d982b,193,0.0,1.0
2acc6caa30,184,0.0,1.0
9f54b45a74,221,0.0,1.0
9bef2899b0,214,0.0,1.0
97ab9d8f26,207,7384.0,0.9549063817272816
299c46c3d2,211,6332.0,0.9851975296539555
58f295fd1c,232,9779.0,0.916576806195471
545ff25feb,164,6904.0,0.9753945691598863
5893a87a04,229,3552.0,0.9849034408391334
08f3e1580b,180,0.0,1.0
48e7a5676b,214,0.0,0.9747083619253014
3b92f96f2f,140,10186.0,0.997451230271542
4d0a24c425,229,7354.0,0.9782374277031664
2265a9bb97,195,0.0,1.0
973b5ff2f7,182,2201.0,0.9804921086168022
42faca9621,133,7478.0,0.9812763454563278
e81dd36733,216,0.0,1.0
f31007fdcd,192,0.0,1.0
7c1758ce19,227,5303.0,0.9573571218507989
598d720228,220,0.0,1.0
50822696b4,218,9244.0,0.979609842172336
4a7ac48295,221,1333.0,0.9766689540241152
a712f50125,219,601.0,0.9918635427899225
9718a3fbb3,165,10010.0,0.9953926085677874
3f12023654,241,0.0,1.0
54b1cff49b,204,0.0,1.0
fa3d9abeb9,199,5964.0,0.9673561415547496
205953b152,221,0.0,1.0
bfc44d82f0,206,0.0,0.0
bcf6935d08,212,3474.0,0.9809822566415057
94ca0e01a0,206,0.0,1.0
c6ed8a5ae5,217,0.0,1.0
449edd9569,208,9539.0,0.9897068914812274
63a371159d,1,0.0,1.0
ee9bd5a04a,223,0.0,1.0
3839b132a3,250,0.0,0.808352122340947
b5a137afa4,232,7901.0,0.015390647975688659
c98b273ac9,167,10141.0,0.9896088618762866
ee71a6c72b,173,1582.0,0.9707871777276738
7d6e95d2d5,210,7908.0,0.9814724046662092
68af6c5f57,198,9910.0,0.9940201940986177
4bd87bd3da,213,696.0,0.9912753651602784
e94b092cc1,198,0.0,1.0
e169daa2d7,214,4485.0,0.9870600921478286
270dd2b8e6,1,0.0,1.0
6134054093,229,6767.0,0.9416723850602882
fe14b9e031,207,0.0,1.0
aec650e318,210,3180.0,0.11077345358298206
59f0bb402e,213,423.0,0.9800019605920988
d8f465c713,202,926.0,0.9839231447897265
8fa6d81b29,206,2243.0,0.9260856778747182
34c5b8d814,217,2248.0,0.9439270659739242
c7dbcf550d,233,0.0,1.0
2d44cabf72,215,0.0,1.0
e9a25067ba,186,79.0,0.9882364474071169
ec4a9f09a6,184,2742.0,0.9883344770120577
99f14c4b3c,224,0.0,1.0
8fbd93c9b8,218,258.0,0.9403980001960592
4bcfc0f9bd,224,0.0,1.0
fb305a2062,196,0.0,1.0
ac4368e97d,180,374.0,0.9947064013332026
c75903d2a9,172,0.0,1.0
1392afc522,175,8067.0,0.9893147730614645
88dc124b7f,196,7897.0,0.9638270757768846
6250becb42,226,3639.0,0.8908930497010097
d16f246753,194,8674.0,0.9870600921478286
d952078a85,137,44.0,0.9983334967160082
d145118221,192,4019.0,0.9750024507401235
b9fd7d330a,157,6121.0,0.9910793059503971
eda924e7dd,224,0.0,1.0
87c102e766,208,8584.0,0.9836290559749045
e619160edb,219,4038.0,0.9561807665915106
91c3a0e8a8,226,1915.0,0.7513969218704049
ef0e0b570d,221,71.0,0.9878443289873542
a0a1b2118c,155,4552.0,0.9892167434565239
8865bb8294,198,3860.0,0.8854033918243309
473cbcdc24,151,0.0,1.0
2ce0ef6162,186,7449.0,0.983432996765023
47285b6e1f,141,13.0,0.999019703950593
5547127042,227,5268.0,0.9368689344181943
4ae16a3b40,190,7119.0,0.9737280658758946
3d21e1dc58,1,0.0,1.0
b8933f437c,147,0.0,1.0
30b166ac76,181,7133.0,0.9468679541221449
06da5a2b39,217,1602.0,0.9794137829624546
4c0f3277e7,140,10.0,0.9965689638270758
53f7dc0824,208,0.0,1.0
fa3e8609bb,167,0.0,1.0
170a1cb9c7,216,7835.0,0.8982452700715616
c5098d265e,171,5415.0,0.9656896382707578
54f848a336,214,0.0,1.0
0d2e3e9a4c,161,8.0,0.9712773257523772
9a9fa8ad20,168,4855.0,0.9819625526909127
d0c9bf6f02,227,5104.0,0.9713753553573179
5e95c5418c,218,629.0,0.9810802862464464
4cee41f355,228,0.0,1.0
b7838fa9a6,176,4816.0,0.9875502401725321
c4902fb3f1,167,4137.0,0.97166944417214
70ca23bd65,227,5602.0,0.25477894324085876
7039307d0a,179,4845.0,0.9650034310361729
c2be737b81,183,343.0,0.9897068914812274
7bd606b890,221,7761.0,0.9059896088618763
55b7d18492,248,0.0,1.0
45ad1de292,214,644.0,0.9815704342711499
08af8b0df4,171,10086.0,0.30144103519262816
01fc11f637,214,6451.0,0.9376531712577199
83dddb0ca6,188,9283.0,0.9784334869130478
dccc7bde70,220,0.0,0.06254288795216155
d155b45b62,194,8978.0,0.9904911283207529
ba0b91bf45,232,204.0,0.9911773355553377
5c21830f2c,216,1848.0,0.9593177139496127
17470dd9fc,203,311.0,0.9616704244681894
2f85d3f736,1,0.0,1.0
0e18f949cc,216,6200.0,0.933143809430448
b8945d366f,234,0.0,1.0
13218ed167,217,0.0,1.0
7a3c8c0d2d,221,0.0,1.0
b398085048,221,0.0,1.0
8043caee17,213,0.0,1.0
475986aa57,221,0.0,1.0
0c75a9cbad,228,0.0,1.0
3b956837ed,202,5288.0,0.9712773257523772
1bd88b6b5d,220,0.0,1.0
9938699a58,222,3454.0,0.9153024213312421
7b8bada98a,224,0.0,1.0
f88f72e343,251,0.0,1.0
4aa24fbabb,209,2409.0,0.9745123027154201
34f944baa4,246,0.0,1.0
8e154a02a7,228,3611.0,0.8603078129595138
03422321bb,196,3908.0,0.9837270855798451
5344ef1b33,185,5409.0,0.9810802862464464
26e47af0a2,167,0.0,1.0
fbc34adf28,232,0.0,1.0
446ddc96b2,209,1575.0,0.9766689540241152
ee54465e3d,1,0.0,1.0
bf5f0e482c,212,0.0,1.0
c37685f2ad,179,5221.0,0.9844132928144299
3739ae2d77,198,1564.0,0.7556121948828546
e84a489d0e,209,4103.0,0.9868640329379472
2135dad339,192,3432.0,0.9795118125673954
34d49de018,212,4547.0,0.9570630330359768
6b42489773,168,0.0,1.0
1a157f9551,227,0.0,1.0
7f7ced694f,217,158.0,0.9385354377021861
81575289eb,236,5021.0,0.8731496912067445
d2e5dc1a0b,207,4478.0,0.9838251151847858
4c0efe9735,198,1535.0,0.9656896382707578
a2b2d4fe99,202,6325.0,0.9815704342711499
4be9ea64fe,219,0.0,0.9995098519752965
ce7bb8f52b,215,8370.0,0.9875502401725321
bc0ecdfd52,219,0.0,1.0
4c02cb44d5,219,0.0,1.0
ab827ecd91,217,2224.0,0.9321635133810411
fd3eb62762,226,0.0,1.0
b43c8c37a1,194,3069.0,0.9737280658758946
f7234bb47d,114,0.0,1.0
9b77f7802e,207,9085.0,0.983138907950201
3606ccb4e2,192,7306.0,0.9912753651602784
3011a7f48d,162,1860.0,0.957651210665621
f51f522f3c,195,4856.0,0.980590138221743
593421be30,190,0.0,1.0
7af87e1aa6,208,5058.0,0.9852955592588962
900da4d5f2,176,354.0,0.9940201940986177
1e889b5203,223,0.0,1.0
aa8daddd49,206,0.0,1.0
d8bf9761f8,213,538.0,0.9893147730614645
5ba378eb07,126,10188.0,0.9702970297029703
4a1df22a26,158,7807.0,0.9844132928144299
8011d054e7,205,0.0,1.0
65353fa69b,213,0.0,1.0
561fa940ab,187,5576.0,0.9477502205666111
b019443c23,174,8912.0,0.9874522105675914
c83f3cc8ac,215,4572.0,0.9523576119988236
1873c5eced,222,0.0,1.0
8f0abdabcc,220,0.0,1.0
fb643d300a,183,5174.0,0.9389275561219488
5572857e9f,228,2653.0,0.7760023527105185
9969eb6d37,167,405.0,0.9861778257033624
ffa64b0acf,250,0.0,1.0
8182bdb020,249,0.0,1.0
398c678c04,209,0.0,0.9877462993824135
677e132321,212,0.0,1.0
ca04c19c0b,146,0.0,1.0
15a864a1d7,199,1958.0,0.9802960494069209
3e1e8416e0,199,0.0,1.0
f62d2298d6,228,0.0,1.0
330fac2779,223,1446.0,0.9800999901970395
980d9ad971,228,0.0,1.0
d185255316,230,0.0,1.0
139a4307a3,209,0.0,1.0
c9fc80957f,230,0.0,1.0
93b58cb146,219,1430.0,0.4489755906283698
8b2a9f576a,118,10201.0,0.9877462993824135
3f73575f28,164,1082.0,0.9890206842466425
5433c8a5aa,235,0.0,1.0
2c04e84b3d,231,5870.0,0.9359866679737281
0795655fb6,197,0.0,1.0
f6cb4b93e6,170,7161.0,0.9880403881972356
37260c432f,219,447.0,0.6029800999901971
6514081e49,184,5997.0,0.9702970297029703
3138069557,201,0.0,1.0
dfafd0bad1,247,0.0,1.0
ff35f2a328,229,0.0,1.0
c6f717f69b,104,10201.0,0.9989216743456524
6778b7675a,217,8744.0,0.989510832271346
7fde5cb281,223,0.0,1.0
0f73683331,211,4039.0,0.9791196941476326
88f479236b,229,0.0,1.0
3a6bc1e413,207,0.0,1.0
0207954fdc,223,0.0,1.0
a6903a84f2,171,10176.0,0.9959807861974316
763f6e03ce,214,0.0,1.0
81466d1890,226,0.0,0.0
e90e55d803,195,8770.0,0.9490246054308401
e21597846e,182,9398.0,0.985981766493481
471e146748,215,7643.0,0.9490246054308401
e3c11882be,226,0.0,1.0
f1f5ef7e45,177,772.0,0.8872659543182041
1172c56c13,219,0.0,1.0
6bce96251f,198,182.0,0.9938241348887364
afde39c848,177,5.0,0.9991177335555338
02f0e1dc32,209,3782.0,0.9628467797274777
394d2280fc,227,0.0,1.0
02a4f7c7de,183,3953.0,0.9811783158513872
b4916183a5,214,5829.0,0.9835310263699637
aa0ef6b439,219,3641.0,0.9817664934810313
e764e3ede0,192,0.0,1.0
9d64f7778a,223,1094.0,0.983138907950201
71ce93a7b7,235,0.0,1.0
07adb8811b,173,9479.0,0.9917655131849819
56b0d83562,180,160.0,0.9901970395059307
c0660b7172,200,0.0,1.0
f448297676,247,0.0,1.0
a45db71245,146,0.0,0.9966669934320165
a89e1ab744,1,0.0,1.0
538fa5596e,179,10145.0,0.0
396f334f22,209,1629.0,0.739241250857759
fcaa76df64,229,1286.0,0.9438290363689834
9f757eb55b,1,0.0,1.0
9e60534bef,203,1357.0,0.9808842270365651
0fac240905,208,4394.0,0.9481423389863739
3139acbbe9,208,0.0,1.0
30998d19cd,220,6474.0,0.9689246152338006
3a51d8fb4b,243,2509.0,0.6229781393980982
0ac4df785f,207,7490.0,0.9661797862954612
79201fb797,174,149.0,0.9950985197529654
10f59e0caf,1,0.0,1.0
f30c96de13,139,8741.0,0.9889226546417018
d4db8ada5e,198,7459.0,0.9861778257033624
63b5f1676d,231,0.0,1.0
6bd528bc92,179,110.0,0.9903930987158122
86f33178d1,160,323.0,0.9920596019998039
39e91d3247,221,0.0,1.0
a4b1b30e7b,196,2839.0,0.6514067248308989
dffe0975ff,185,1262.0,0.0
81989809aa,195,4647.0,0.9789236349377513
80b2ea548c,189,2265.0,0.985981766493481
1ff696d59f,192,199.0,0.979315753357514
871e2a367b,141,6793.0,0.983138907950201
776d73a00d,225,0.0,1.0
5d9d0112ad,220,3116.0,0.9630428389373591
6fcf6097f2,177,0.0,1.0
267efbb1f8,166,391.0,0.9815704342711499
b2d9c9184b,215,8477.0,0.965297519850995
50fbd415fe,176,0.0,1.0
62ab055b81,1,0.0,1.0
d98ee3cef9,209,328.0,0.9717674737770807
85296701e6,170,5561.0,0.989510832271346
75b4fe1c78,200,8072.0,0.9452994804430939
20a3294af9,137,8085.0,0.9879423585922948
d377b39581,156,0.0,0.0007842368395255367
751e4a5bc0,224,0.0,1.0
32a0e5cde1,210,95.0,0.9901970395059307
4bc7c8cca1,228,0.0,1.0
e5cd6bc55c,202,3984.0,0.9725517106166062
40f7669f65,209,0.0,0.9950985197529654
1cdd74608b,164,3.0,0.9610822468385453
09456ecccf,184,0.0,1.0
8582e20d75,219,0.0,1.0
55ce36ea90,178,3380.0,0.982158611900794
92eb4aa6e4,221,7840.0,0.9755906283697676
3d6a897901,217,0.0,0.0
fd31311ea1,234,620.0,0.9590236251347907
9e80f1de5b,229,0.0,1.0
1025f1f9f7,222,0.0,1.0
8aa1e2dddf,164,5840.0,0.9848054112341927
47dd1a37eb,221,0.0,1.0
cad643a3b6,166,0.0,1.0
6bde41d5b5,213,0.0,1.0
1774fc54d9,217,0.0,1.0
c50a04f278,138,6215.0,0.9795118125673954
c96223d1d2,188,3414.0,0.9570630330359768
f460ceb65d,196,5623.0,0.9511812567395354
f44be3e2d7,213,0.0,1.0
7a5cb865a2,210,0.0,1.0
88a7c71302,158,4889.0,0.985687677678659
9831a5a7fa,233,6987.0,0.009508871679247133
ad34bc33ed,167,226.0,0.9967650230369571
817dc95214,253,0.0,1.0
d3d97e53d4,167,0.0,1.0
82ee3a1413,219,0.0,1.0
4b59ccd023,194,0.0,1.0
8d2e7ffd4a,209,1853.0,0.0
15a7893aaa,215,0.0,1.0
dc501d2cb5,185,4767.0,0.985981766493481
6cf84a4340,201,2132.0,0.16645426918929518
d2d9c7f757,139,0.0,1.0
913f5c6470,200,0.0,1.0
d710d1af61,220,0.0,0.990785217135575
6ca8842553,223,0.0,1.0
2f1e684ac7,189,5843.0,0.9841192039996078
68d70623a8,222,0.0,0.8902068424664249
95ef42fec4,227,6010.0,0.9017743358494266
1093e4f138,176,9545.0,0.9913733947652191
c49ef24cd2,238,8122.0,0.6075874914224095
7bab31366e,219,4747.0,0.9850995000490148
699924356a,221,0.0,1.0
60dfd16b68,244,0.0,0.6897363003627095
90fbd7163f,189,3247.0,0.9503970199000098
7f841928bb,192,0.0,1.0
de28f19d4c,214,170.0,0.9952945789628468
80552d0e8f,188,6891.0,0.9850995000490148
71aa85d5a4,243,0.0,1.0
4b27a19834,223,2170.0,0.937261052837957
8e149fe591,219,0.0,1.0
d5da2cf109,228,0.0,1.0
a9ad49f3a9,218,0.0,1.0
a515cb395b,215,0.0,1.0
60135a8a90,181,6781.0,0.9878443289873542
04ecf2b040,210,9420.0,0.8109989216743456
addbeb160c,240,0.0,1.0
debfaadc1e,222,1150.0,0.8848152141946868
e3ef53a7be,147,3410.0,0.890500931281247
8b3148b744,103,0.0,1.0
4ef659421f,207,1304.0,0.9656896382707578
cff690800f,215,48.0,0.9921576316047447
d934a53d9b,223,1710.0,0.45956278796196454
39316d8a46,193,0.0,1.0
5accb79219,230,5177.0,0.98725615135771
23823cad6c,178,6372.0,0.9411822370355848
cdda3b1f5e,226,0.0,1.0
15103f6ef7,207,7439.0,0.9865699441231252
c90d708c52,229,0.0,1.0
11c70211b2,234,0.0,1.0
761b0fef99,221,0.0,1.0
f74a97c2ff,204,9149.0,0.9702970297029703
3b02981f8d,187,7822.0,0.9818645230859719
8cbe7d29e1,246,0.0,1.0
eb4d13433b,222,421.0,0.9659837270855799
2998f3f29b,213,0.0,1.0
64c76ea7a3,192,62.0,0.9669640231349867
2cc1211c36,190,2126.0,0.9800019605920988
e4b97067dc,222,8274.0,0.9647093422213509
1811721401,214,0.0,0.9968630526418979
ae12e89a80,215,314.0,0.9488285462209587
530f6e4597,182,30.0,0.9972551710616606
6c36352343,177,9270.0,0.9832369375551416
de6e6ed26a,1,0.0,1.0
da3b6be1d5,218,1681.0,0.8272718360945005
71fd607e6b,226,49.0,0.9849034408391334
04c4a4acdc,229,10200.0,0.0
8ba0e5e058,218,0.0,1.0
951c8ea3fe,197,1664.0,0.9841192039996078
b13be19418,139,1844.0,0.966571904715224
b65d1b12f9,207,1645.0,0.9751985099500049
6c126643dc,210,4926.0,0.9374571120478384
80bc3aa015,217,9975.0,0.44221154788746203
2eae67f243,228,0.0,1.0
22a4bbce52,195,0.0,0.8457994314282914
dbdfc912ac,229,0.0,1.0
32b6ac7ddf,228,2717.0,0.8046269973532006
ee81585df9,157,10201.0,0.990785217135575
987eb16144,220,6845.0,0.172238015880796
a17c068d3a,205,87.0,0.9920596019998039
90efc61382,1,0.0,1.0
6592d5e7fe,231,0.0,1.0
a619fde3ae,173,3498.0,0.9886285658268797
1adcc5d526,201,3228.0,0.983138907950201
2425fd4e27,211,0.0,1.0
e8ce5691ef,228,0.0,0.8921674345652387
938ad4fd40,177,7639.0,0.9851975296539555
14ec9b67c3,188,8698.0,0.9366728752083129
bd3f5f6d56,146,0.0,1.0
616e0b20ba,188,0.0,1.0
da7076f6d4,95,10201.0,0.9994118223703559
acad22ecfe,248,5196.0,0.8090383295755318
a3f894216b,210,1383.0,0.9378492304676013
8536003f03,215,76.0,0.997451230271542
a39dc1c7d1,185,0.0,1.0
d397b6d85a,219,0.0,1.0
e71e4852db,172,0.0,1.0
e162057e32,213,71.0,0.9901970395059307
e5fb8e1029,217,6866.0,0.9475541613567298
2b8d74fcb3,179,2835.0,0.980590138221743
165cf32a37,218,0.0,0.0
777df11ca2,204,9093.0,0.9838251151847858
593ae73040,205,0.0,1.0
485f0d30ff,220,0.0,1.0
013f2c7bef,231,0.0,1.0
ae595b003e,210,0.0,1.0
bc1868e3ce,155,9594.0,0.9880403881972356
1ffc2168ad,217,0.0,1.0
0b449cb641,172,9551.0,0.7517890402901676
687093f687,224,0.0,1.0
d97e6ffda3,223,0.0,1.0
f4b56e86fa,157,9986.0,0.9890206842466425
1156737ae5,189,8874.0,0.9835310263699637
a7d56ddaf1,199,4021.0,0.9818645230859719
daf22070f5,169,6188.0,0.9886285658268797
b6f193a90d,198,0.0,0.9955886677776689
f3e2d515f5,176,9616.0,0.9721595921968434
3312ba9934,156,168.0,0.9521615527889422
5ef842ff3e,1,0.0,1.0
d83d9f26b8,212,7493.0,0.9690226448387413
25320f34bb,176,4016.0,0.9852955592588962
4282adcba1,248,0.0,1.0
dd65de3b70,173,4669.0,0.978335457308107
18e4bdc8d4,192,1432.0,0.9841192039996078
cdf00572fe,192,0.0,0.0
f5bae9cdc5,225,0.0,1.0
c86cede787,172,3241.0,0.9863738849132438
6747f7bb35,220,111.0,0.9958827565924909
1ddcb58933,146,459.0,0.9900009802960494
c54a1a835a,237,0.0,1.0
be2ca3ebce,217,0.0,1.0
9667fcc96d,211,203.0,0.9865699441231252
dc048ecac2,207,8044.0,0.9304970100970493
2803a5cf55,204,8806.0,0.7113028134496618
84b1fda205,195,8554.0,0.9132437996274875
6798d3af4a,181,0.0,1.0
ebbca91b35,256,0.0,1.0
5c9ff6624c,232,0.0,1.0
22ba69d8cd,187,591.0,0.9912753651602784
ad8edbc8cc,227,0.0,1.0
2aa5771b5e,216,5525.0,0.9506911087148319
0373bd8d6c,181,6196.0,0.9823546711106754
e1f32ca8c1,231,0.0,1.0
fa56b04a29,245,0.0,1.0
89c9bd7ad4,215,0.0,1.0
57f9c7cc29,181,6223.0,0.9871581217527693
6013c6b879,215,0.0,1.0
d3e51484a2,200,1269.0,0.9663758455053426
d711226cda,171,6076.0,0.9595137731594942
4bdff7af87,175,9111.0,0.988824625036761
e61d5c8b3a,218,0.0,0.875502401725321
7cf4dcc68e,240,6533.0,0.8906969904911283
bc8ee4cf71,237,0.0,1.0
581a8a574c,187,241.0,0.9849034408391334
c0b1d5f314,222,0.0,1.0
0f19e90f78,216,0.0,1.0
351d8ccfd9,222,0.0,1.0
77b202a9c6,210,0.0,1.0
e236f6035a,168,6990.0,0.9817664934810313
500e912121,167,0.0,1.0
013e4e716a,212,0.0,1.0
e9ca391fbe,176,8888.0,0.9904911283207529
ef4254154d,165,0.0,1.0
1c098a50aa,203,0.0,1.0
3659fb63e1,220,5175.0,0.9600039211841976
ece1494d81,220,0.0,0.05803352612488972
fde6627282,189,3285.0,0.985687677678659
fbd6989cc2,236,0.0,1.0
ebbf3ea889,187,0.0,1.0
92290c13f0,225,0.0,0.1573375159298108
dfb780956c,218,0.0,1.0
78211a2b74,238,0.0,1.0
1d8b53d9df,230,0.0,1.0
9f0bf03c7e,229,7699.0,0.9605920988138418
7a86bccee8,165,8608.0,0.9890206842466425
38447389af,190,9749.0,0.8426624840701892
9ea1b4c239,189,1926.0,0.9827467895304381
2b66898740,194,0.0,1.0
792467eff9,112,708.0,0.992353690814626
780bbb490f,225,1979.0,0.9701990000980296
e8d4c1d49b,219,0.0,1.0
7d5345b3aa,176,0.0,1.0
e5aefdd3da,210,7038.0,0.9792177237525733
5995a07fc6,156,0.0,0.9807861974316243
3287f756d4,205,9836.0,0.9610822468385453
6dc362f696,210,0.0,1.0
a067c4ea5b,181,1242.0,0.9810802862464464
802b3e6be9,235,0.0,1.0
a02d22da7b,159,5282.0,0.9850014704440742
558f33e591,228,3409.0,0.975786687579649
6705b7299a,190,963.0,0.988824625036761
a43ae84282,197,3540.0,0.9660817566905205
f0c9aa2b32,221,5088.0,0.9668659935300461
165ec2acbb,203,1921.0,0.9803940790118616
990d808b85,186,0.0,1.0
f851b1959f,214,3382.0,0.8914812273306538
3b73d2e8af,217,14.0,0.9956866973826095
47e49cf02a,202,3344.0,0.9357906087638467
6d94eea16d,195,9147.0,0.971963532986962
4ed639c85f,147,4490.0,0.989804921086168
a43ca4f01d,224,3928.0,0.9850995000490148
5f7a888a88,231,0.0,1.0
4ba8d5d08b,181,0.0,1.0
cb956d972a,190,1.0,0.9924517204195668
42e7632c3c,176,4159.0,0.9787275757278698
0350a9e3bd,1,0.0,1.0
470d69965f,223,0.0,1.0
6f4fce059a,191,4041.0,0.9866679737280659
c645f9fb9d,217,6359.0,0.9751985099500049
b1ba756a79,220,8753.0,0.6709146162140966
1b7ac7bb31,150,6560.0,0.9545142633075189
a7a66e306b,205,0.0,1.0
8bc33608b6,207,0.0,1.0
5a0ac0af98,225,4797.0,0.979315753357514
6b6a7b9756,141,6309.0,0.9811783158513872
69dd4b8705,186,0.0,1.0
d5b11bbfe0,152,0.0,1.0
a19a483998,223,8098.0,0.9404960298009999
555a28a94f,224,0.0,1.0
8635fa4f68,211,0.0,1.0
d5ec79a1d9,206,5188.0,0.9797078717772767
2643c25e2a,194,0.0,1.0
